Timestamp,ProductionOrderID,LineID,EquipmentID,EquipmentType,ProductID,ProductName,MachineStatus,DowntimeReason,GoodUnitsProduced,ScrapUnitsProduced,TargetRate_units_per_5min,StandardCost_per_unit,SalePrice_per_unit,Availability_Score,Performance_Score,Quality_Score,OEE_Score
2025-06-01 00:25:00,ORD-1000,1,LINE1-PCK,Packer,SKU-2002,16oz Energy Drink,Running,,1286,9,300,0.55,1.75,100.0,100.0,99.3,99.3
2025-06-01 00:25:00,ORD-1000,1,LINE1-PAL,Palletizer,SKU-2002,16oz Energy Drink,Running,,1179,6,300,0.55,1.75,100.0,100.0,99.5,99.5
2025-06-01 00:30:00,ORD-1000,1,LINE1-FIL,Filler,SKU-2002,16oz Energy Drink,Running,,1640,44,300,0.55,1.75,100.0,100.0,97.4,97.4
2025-06-01 00:30:00,ORD-1000,1,LINE1-PCK,Packer,SKU-2002,16oz Energy Drink,Running,,1523,15,300,0.55,1.75,100.0,100.0,99.0,99.0
2025-06-01 00:30:00,ORD-1000,1,LINE1-PAL,Palletizer,SKU-2002,16oz Energy Drink,Running,,1413,9,300,0.55,1.75,100.0,100.0,99.4,99.4
2025-06-01 00:35:00,ORD-1000,1,LINE1-FIL,Filler,SKU-2002,16oz Energy Drink,Running,,1879,54,300,0.55,1.75,100.0,100.0,97.2,97.2
2025-06-01 00:35:00,ORD-1000,1,LINE1-PCK,Packer,SKU-2002,16oz Energy Drink,Running,,1761,16,300,0.55,1.75,100.0,100.0,99.1,99.1
2025-06-01 00:35:00,ORD-1000,1,LINE1-PAL,Palletizer,SKU-2002,16oz Energy Drink,Running,,1649,11,300,0.55,1.75,100.0,100.0,99.3,99.3
2025-06-01 00:40:00,ORD-1000,1,LINE1-FIL,Filler,SKU-2002,16oz Energy Drink,Running,,2118,60,300,0.55,1.75,100.0,100.0,97.2,97.2
2025-06-01 00:40:00,ORD-1000,1,LINE1-PCK,Packer,SKU-2002,16oz Energy Drink,Running,,1998,18,300,0.55,1.75,100.0,100.0,99.1,99.1
2025-06-01 00:40:00,ORD-1000,1,LINE1-PAL,Palletizer,SKU-2002,16oz Energy Drink,Running,,1886,11,300,0.55,1.75,100.0,100.0,99.4,99.4
2025-06-01 00:45:00,ORD-1000,1,LINE1-FIL,Filler,SKU-2002,16oz Energy Drink,Running,,2357,69,300,0.55,1.75,100.0,100.0,97.2,97.2
2025-06-01 00:45:00,ORD-1000,1,LINE1-PCK,Packer,SKU-2002,16oz Energy Drink,Running,,2236,19,300,0.55,1.75,100.0,100.0,99.2,99.2
2025-06-01 00:45:00,ORD-1000,1,LINE1-PAL,Palletizer,SKU-2002,16oz Energy Drink,Running,,2122,13,300,0.55,1.75,100.0,100.0,99.4,99.4
2025-06-01 00:50:00,ORD-1000,1,LINE1-FIL,Filler,SKU-2002,16oz Energy Drink,Running,,2597,78,300,0.55,1.75,100.0,100.0,97.1,97.1
2025-06-01 00:50:00,ORD-1000,1,LINE1-PCK,Packer,SKU-2002,16oz Energy Drink,Running,,2473,22,300,0.55,1.75,100.0,100.0,99.1,99.1
2025-06-01 00:50:00,ORD-1000,1,LINE1-PAL,Palletizer,SKU-2002,16oz Energy Drink,Running,,2358,14,300,0.55,1.75,100.0,100.0,99.4,99.4
2025-06-01 00:55:00,ORD-1000,1,LINE1-FIL,Filler,SKU-2002,16oz Energy Drink,Running,,2839,85,300,0.55,1.75,100.0,100.0,97.1,97.1
2025-06-01 00:55:00,ORD-1000,1,LINE1-PCK,Packer,SKU-2002,16oz Energy Drink,Running,,2711,26,300,0.55,1.75,100.0,100.0,99.1,99.1
2025-06-01 00:55:00,ORD-1000,1,LINE1-PAL,Palletizer,SKU-2002,16oz Energy Drink,Running,,2594,16,300,0.55,1.75,100.0,100.0,99.4,99.4
