Timestamp,ProductionOrderID,LineID,EquipmentID,EquipmentType,ProductID,ProductName,MachineStatus,DowntimeReason,GoodUnitsProduced,ScrapUnitsProduced,TargetRate_units_per_5min,StandardCost_per_unit,SalePrice_per_unit,Availability_Score,Performance_Score,Quality_Score,OEE_Score
2025-06-01 00:10:00,ORD-002,2,LINE2-FIL,Filler,SKU-2001,12oz Soda,Running,,281,18,475,0.2,0.65,100.0,110.0,94.0,103.4
2025-06-01 00:10:00,ORD-002,2,LINE2-PCK,Packer,SKU-2001,12oz Soda,Stopped,UNP-MAT,257,22,475,0.2,0.65,100.0,110.0,92.0,101.2
2025-06-01 00:10:00,ORD-002,2,LINE2-PAL,Palletizer,SKU-2001,12oz Soda,Running,,237,12,475,0.2,0.65,100.0,110.0,95.0,104.5
2025-06-01 00:10:00,ORD-003,3,LINE3-FIL,Filler,SKU-1002,8oz Juice,Stopped,UNP-MECH,0,0,475,0.25,0.85,20.2,110.0,96.0,21.3
2025-06-01 00:10:00,ORD-003,3,LINE3-PCK,Packer,SKU-1002,8oz Juice,Stopped,UNP-MAT,0,0,475,0.25,0.85,100.0,110.0,94.0,103.4
2025-06-01 00:10:00,ORD-003,3,LINE3-PAL,Palletizer,SKU-1002,8oz Juice,Stopped,UNP-MAT,0,0,475,0.25,0.85,100.0,110.0,97.0,106.7
2025-06-01 00:15:00,ORD-001,1,LINE1-FIL,Filler,SKU-1001,8oz Water Bottle,Running,,285,15,475,0.15,0.5,100.0,110.0,95.0,104.5
2025-06-01 00:15:00,ORD-001,1,LINE1-PCK,Packer,SKU-1001,8oz Water Bottle,Running,,260,19,475,0.15,0.5,100.0,110.0,93.0,102.3
2025-06-01 00:15:00,ORD-001,1,LINE1-PAL,Palletizer,SKU-1001,8oz Water Bottle,Stopped,UNP-MAT,249,10,475,0.15,0.5,100.0,110.0,96.0,105.6
2025-06-01 00:15:00,ORD-002,2,LINE2-FIL,Filler,SKU-2001,12oz Soda,Running,,281,18,475,0.2,0.65,100.0,110.0,94.0,103.4
2025-06-01 00:15:00,ORD-002,2,LINE2-PCK,Packer,SKU-2001,12oz Soda,Running,,257,22,475,0.2,0.65,100.0,110.0,92.0,101.2
2025-06-01 00:15:00,ORD-002,2,LINE2-PAL,Palletizer,SKU-2001,12oz Soda,Stopped,UNP-MAT,247,13,475,0.2,0.65,100.0,110.0,95.0,104.5
2025-06-01 00:15:00,ORD-003,3,LINE3-FIL,Filler,SKU-1002,8oz Juice,Stopped,UNP-MECH,0,0,475,0.25,0.85,13.4,110.0,96.0,14.2
2025-06-01 00:15:00,ORD-003,3,LINE3-PCK,Packer,SKU-1002,8oz Juice,Stopped,UNP-MAT,0,0,475,0.25,0.85,100.0,110.0,94.0,103.4
2025-06-01 00:15:00,ORD-003,3,LINE3-PAL,Palletizer,SKU-1002,8oz Juice,Stopped,UNP-MAT,0,0,475,0.25,0.85,100.0,110.0,97.0,106.7
2025-06-01 00:20:00,ORD-001,1,LINE1-FIL,Filler,SKU-1001,8oz Water Bottle,Running,,275,14,475,0.15,0.5,100.0,110.0,95.0,104.5
2025-06-01 00:20:00,ORD-001,1,LINE1-PCK,Packer,SKU-1001,8oz Water Bottle,Stopped,UNP-MECH,139,10,475,0.15,0.5,88.4,110.0,93.0,90.5
2025-06-01 00:20:00,ORD-001,1,LINE1-PAL,Palletizer,SKU-1001,8oz Water Bottle,Stopped,UNP-MAT,144,5,475,0.15,0.5,100.0,110.0,96.0,105.6
2025-06-01 00:20:00,ORD-002,2,LINE2-FIL,Filler,SKU-2001,12oz Soda,Running,,272,17,475,0.2,0.65,100.0,110.0,94.0,103.4
2025-06-01 00:20:00,ORD-002,2,LINE2-PCK,Packer,SKU-2001,12oz Soda,Running,,248,21,475,0.2,0.65,100.0,110.0,92.0,101.2
2025-06-01 00:20:00,ORD-002,2,LINE2-PAL,Palletizer,SKU-2001,12oz Soda,Running,,161,8,475,0.2,0.65,86.2,110.0,95.0,90.1
2025-06-01 00:20:00,ORD-003,3,LINE3-FIL,Filler,SKU-1002,8oz Juice,Stopped,UNP-MECH,0,0,475,0.25,0.85,10.1,110.0,96.0,10.7
2025-06-01 00:20:00,ORD-003,3,LINE3-PCK,Packer,SKU-1002,8oz Juice,Stopped,UNP-MAT,0,0,475,0.25,0.85,100.0,110.0,94.0,103.4
2025-06-01 00:20:00,ORD-003,3,LINE3-PAL,Palletizer,SKU-1002,8oz Juice,Stopped,UNP-MECH,0,0,475,0.25,0.85,99.6,110.0,97.0,106.3
2025-06-01 00:25:00,ORD-001,1,LINE1-FIL,Filler,SKU-1001,8oz Water Bottle,Running,,285,15,475,0.15,0.5,100.0,110.0,95.0,104.5
2025-06-01 00:25:00,ORD-001,1,LINE1-PCK,Packer,SKU-1001,8oz Water Bottle,Stopped,UNP-MECH,0,0,475,0.15,0.5,70.8,110.0,93.0,72.4
2025-06-01 00:25:00,ORD-001,1,LINE1-PAL,Palletizer,SKU-1001,8oz Water Bottle,Stopped,UNP-MAT,0,0,475,0.15,0.5,100.0,110.0,96.0,105.6
2025-06-01 00:25:00,ORD-002,2,LINE2-FIL,Filler,SKU-2001,12oz Soda,Running,,282,17,475,0.2,0.65,100.0,110.0,94.0,103.4
2025-06-01 00:25:00,ORD-002,2,LINE2-PCK,Packer,SKU-2001,12oz Soda,Stopped,UNP-MAT,276,23,475,0.2,0.65,100.0,110.0,92.0,101.2
2025-06-01 00:25:00,ORD-002,2,LINE2-PAL,Palletizer,SKU-2001,12oz Soda,Running,,332,17,475,0.2,0.65,88.9,110.0,95.0,92.9
2025-06-01 00:25:00,ORD-003,3,LINE3-FIL,Filler,SKU-1002,8oz Juice,Stopped,UNP-MECH,0,0,475,0.25,0.85,8.1,110.0,96.0,8.5
2025-06-01 00:25:00,ORD-003,3,LINE3-PCK,Packer,SKU-1002,8oz Juice,Stopped,UNP-MAT,0,0,475,0.25,0.85,100.0,110.0,94.0,103.4
2025-06-01 00:25:00,ORD-003,3,LINE3-PAL,Palletizer,SKU-1002,8oz Juice,Stopped,UNP-MECH,0,0,475,0.25,0.85,79.7,110.0,97.0,85.0
2025-06-01 00:30:00,ORD-001,1,LINE1-FIL,Filler,SKU-1001,8oz Water Bottle,Running,,285,15,475,0.15,0.5,100.0,110.0,95.0,104.5
2025-06-01 00:30:00,ORD-001,1,LINE1-PCK,Packer,SKU-1001,8oz Water Bottle,Stopped,UNP-MECH,0,0,475,0.15,0.5,59.0,110.0,93.0,60.3
2025-06-01 00:30:00,ORD-001,1,LINE1-PAL,Palletizer,SKU-1001,8oz Water Bottle,Stopped,UNP-MAT,0,0,475,0.15,0.5,100.0,110.0,96.0,105.6
2025-06-01 00:30:00,ORD-002,2,LINE2-FIL,Filler,SKU-2001,12oz Soda,Running,,282,17,475,0.2,0.65,100.0,110.0,94.0,103.4
2025-06-01 00:30:00,ORD-002,2,LINE2-PCK,Packer,SKU-2001,12oz Soda,Stopped,UNP-MECH,128,11,475,0.2,0.65,91.3,110.0,92.0,92.4
2025-06-01 00:30:00,ORD-002,2,LINE2-PAL,Palletizer,SKU-2001,12oz Soda,Stopped,UNP-MAT,133,7,475,0.2,0.65,90.8,110.0,95.0,94.9
2025-06-01 00:30:00,ORD-003,3,LINE3-FIL,Filler,SKU-1002,8oz Juice,Stopped,UNP-MECH,0,0,475,0.25,0.85,6.7,110.0,96.0,7.1
2025-06-01 00:30:00,ORD-003,3,LINE3-PCK,Packer,SKU-1002,8oz Juice,Stopped,UNP-MAT,0,0,475,0.25,0.85,100.0,110.0,94.0,103.4
2025-06-01 00:30:00,ORD-003,3,LINE3-PAL,Palletizer,SKU-1002,8oz Juice,Stopped,UNP-MECH,0,0,475,0.25,0.85,66.4,110.0,97.0,70.9
2025-06-01 00:35:00,ORD-001,1,LINE1-FIL,Filler,SKU-1001,8oz Water Bottle,Running,,285,15,475,0.15,0.5,100.0,110.0,95.0,104.5
2025-06-01 00:35:00,ORD-001,1,LINE1-PCK,Packer,SKU-1001,8oz Water Bottle,Stopped,UNP-MECH,0,0,475,0.15,0.5,50.5,110.0,93.0,51.7
2025-06-01 00:35:00,ORD-001,1,LINE1-PAL,Palletizer,SKU-1001,8oz Water Bottle,Stopped,UNP-MAT,0,0,475,0.15,0.5,100.0,110.0,96.0,105.6
2025-06-01 00:35:00,ORD-002,2,LINE2-FIL,Filler,SKU-2001,12oz Soda,Running,,282,17,475,0.2,0.65,100.0,110.0,94.0,103.4
2025-06-01 00:35:00,ORD-002,2,LINE2-PCK,Packer,SKU-2001,12oz Soda,Stopped,UNP-MECH,0,0,475,0.2,0.65,78.3,110.0,92.0,79.2
2025-06-01 00:35:00,ORD-002,2,LINE2-PAL,Palletizer,SKU-2001,12oz Soda,Stopped,UNP-MAT,0,0,475,0.2,0.65,92.1,110.0,95.0,96.2
2025-06-01 00:35:00,ORD-003,3,LINE3-FIL,Filler,SKU-1002,8oz Juice,Running,,278,11,475,0.25,0.85,14.3,110.0,96.0,15.1
2025-06-01 00:35:00,ORD-003,3,LINE3-PCK,Packer,SKU-1002,8oz Juice,Running,,253,16,475,0.25,0.85,100.0,110.0,94.0,103.4
2025-06-01 00:35:00,ORD-003,3,LINE3-PAL,Palletizer,SKU-1002,8oz Juice,Stopped,UNP-MECH,0,0,475,0.25,0.85,56.9,110.0,97.0,60.7
2025-06-01 00:40:00,ORD-001,1,LINE1-FIL,Filler,SKU-1001,8oz Water Bottle,Running,,285,15,475,0.15,0.5,100.0,110.0,95.0,104.5
2025-06-01 00:40:00,ORD-001,1,LINE1-PCK,Packer,SKU-1001,8oz Water Bottle,Stopped,UNP-MECH,0,0,475,0.15,0.5,44.2,110.0,93.0,45.2
2025-06-01 00:40:00,ORD-001,1,LINE1-PAL,Palletizer,SKU-1001,8oz Water Bottle,Stopped,UNP-MAT,0,0,475,0.15,0.5,100.0,110.0,96.0,105.6
2025-06-01 00:40:00,ORD-002,2,LINE2-FIL,Filler,SKU-2001,12oz Soda,Running,,282,17,475,0.2,0.65,100.0,110.0,94.0,103.4
2025-06-01 00:40:00,ORD-002,2,LINE2-PCK,Packer,SKU-2001,12oz Soda,Stopped,UNP-MECH,0,0,475,0.2,0.65,68.5,110.0,92.0,69.3
2025-06-01 00:40:00,ORD-002,2,LINE2-PAL,Palletizer,SKU-2001,12oz Soda,Stopped,UNP-MAT,0,0,475,0.2,0.65,93.1,110.0,95.0,97.3
2025-06-01 00:40:00,ORD-003,3,LINE3-FIL,Filler,SKU-1002,8oz Juice,Running,,480,19,475,0.25,0.85,25.0,110.0,96.0,26.4
2025-06-01 00:40:00,ORD-003,3,LINE3-PCK,Packer,SKU-1002,8oz Juice,Running,,451,28,475,0.25,0.85,100.0,110.0,94.0,103.4
2025-06-01 00:40:00,ORD-003,3,LINE3-PAL,Palletizer,SKU-1002,8oz Juice,Stopped,UNP-MECH,0,0,475,0.25,0.85,49.8,110.0,97.0,53.1
2025-06-01 00:45:00,ORD-001,1,LINE1-FIL,Filler,SKU-1001,8oz Water Bottle,Running,,285,15,475,0.15,0.5,100.0,110.0,95.0,104.5
2025-06-01 00:45:00,ORD-001,1,LINE1-PCK,Packer,SKU-1001,8oz Water Bottle,Stopped,UNP-MECH,0,0,475,0.15,0.5,39.3,110.0,93.0,40.2
2025-06-01 00:45:00,ORD-001,1,LINE1-PAL,Palletizer,SKU-1001,8oz Water Bottle,Stopped,UNP-MAT,0,0,475,0.15,0.5,100.0,110.0,96.0,105.6
2025-06-01 00:45:00,ORD-002,2,LINE2-FIL,Filler,SKU-2001,12oz Soda,Running,,282,17,475,0.2,0.65,100.0,110.0,94.0,103.4
2025-06-01 00:45:00,ORD-002,2,LINE2-PCK,Packer,SKU-2001,12oz Soda,Stopped,UNP-MECH,0,0,475,0.2,0.65,60.9,110.0,92.0,61.6
2025-06-01 00:45:00,ORD-002,2,LINE2-PAL,Palletizer,SKU-2001,12oz Soda,Stopped,UNP-MAT,0,0,475,0.2,0.65,93.9,110.0,95.0,98.1
2025-06-01 00:45:00,ORD-003,3,LINE3-FIL,Filler,SKU-1002,8oz Juice,Running,,479,19,475,0.25,0.85,33.4,110.0,96.0,35.2
2025-06-01 00:45:00,ORD-003,3,LINE3-PCK,Packer,SKU-1002,8oz Juice,Stopped,UNP-JAM,291,18,475,0.25,0.85,100.0,110.0,94.0,103.4
2025-06-01 00:45:00,ORD-003,3,LINE3-PAL,Palletizer,SKU-1002,8oz Juice,Stopped,UNP-MECH,0,0,475,0.25,0.85,44.3,110.0,97.0,47.2
2025-06-01 00:50:00,ORD-001,1,LINE1-FIL,Filler,SKU-1001,8oz Water Bottle,Running,,285,15,475,0.15,0.5,100.0,110.0,95.0,104.5
2025-06-01 00:50:00,ORD-001,1,LINE1-PCK,Packer,SKU-1001,8oz Water Bottle,Stopped,UNP-MECH,0,0,475,0.15,0.5,35.4,110.0,93.0,36.2
2025-06-01 00:50:00,ORD-001,1,LINE1-PAL,Palletizer,SKU-1001,8oz Water Bottle,Stopped,UNP-MAT,0,0,475,0.15,0.5,100.0,110.0,96.0,105.6
2025-06-01 00:50:00,,2,LINE2-FIL,Filler,,12oz Soda,Running,,282,17,475,0.2,0.65,100.0,110.0,94.0,103.4
2025-06-01 00:50:00,,2,LINE2-PCK,Packer,,12oz Soda,Stopped,UNP-MECH,0,0,475,0.2,0.65,54.8,110.0,92.0,55.5
2025-06-01 00:50:00,,2,LINE2-PAL,Palletizer,,12oz Soda,Stopped,UNP-MAT,0,0,475,0.2,0.65,94.5,110.0,95.0,98.7
2025-06-01 00:50:00,ORD-003,3,LINE3-FIL,Filler,SKU-1002,8oz Juice,Running,,479,20,475,0.25,0.85,40.0,110.0,96.0,42.3
2025-06-01 00:50:00,ORD-003,3,LINE3-PCK,Packer,SKU-1002,8oz Juice,Running,,103,6,475,0.25,0.85,100.0,110.0,94.0,103.4
2025-06-01 00:50:00,ORD-003,3,LINE3-PAL,Palletizer,SKU-1002,8oz Juice,Running,,106,3,475,0.25,0.85,42.2,110.0,97.0,45.1
2025-06-01 00:55:00,ORD-001,1,LINE1-FIL,Filler,SKU-1001,8oz Water Bottle,Stopped,UNP-JAM,142,7,475,0.15,0.5,100.0,110.0,95.0,104.5
2025-06-01 00:55:00,ORD-001,1,LINE1-PCK,Packer,SKU-1001,8oz Water Bottle,Stopped,UNP-MECH,0,0,475,0.15,0.5,32.2,110.0,93.0,32.9
2025-06-01 00:55:00,ORD-001,1,LINE1-PAL,Palletizer,SKU-1001,8oz Water Bottle,Stopped,UNP-MAT,0,0,475,0.15,0.5,100.0,110.0,96.0,105.6
2025-06-01 00:55:00,,2,LINE2-FIL,Filler,,12oz Soda,Stopped,UNP-MAT,18,1,475,0.2,0.65,100.0,110.0,94.0,103.4
2025-06-01 00:55:00,,2,LINE2-PCK,Packer,,12oz Soda,Stopped,UNP-MECH,0,0,475,0.2,0.65,49.8,110.0,92.0,50.4
2025-06-01 00:55:00,,2,LINE2-PAL,Palletizer,,12oz Soda,Stopped,UNP-MAT,0,0,475,0.2,0.65,95.0,110.0,95.0,99.2
2025-06-01 00:55:00,ORD-003,3,LINE3-FIL,Filler,SKU-1002,8oz Juice,Running,,479,20,475,0.25,0.85,45.5,110.0,96.0,48.0
2025-06-01 00:55:00,ORD-003,3,LINE3-PCK,Packer,SKU-1002,8oz Juice,Running,,263,16,475,0.25,0.85,100.0,110.0,94.0,103.4
2025-06-01 00:55:00,ORD-003,3,LINE3-PAL,Palletizer,SKU-1002,8oz Juice,Stopped,UNP-MECH,252,7,475,0.25,0.85,42.9,110.0,97.0,45.7
2025-06-01 01:00:00,ORD-001,1,LINE1-FIL,Filler,SKU-1001,8oz Water Bottle,Stopped,UNP-JAM,0,0,475,0.15,0.5,100.0,110.0,95.0,104.5
2025-06-01 01:00:00,ORD-001,1,LINE1-PCK,Packer,SKU-1001,8oz Water Bottle,Stopped,UNP-MECH,0,0,475,0.15,0.5,29.5,110.0,93.0,30.2
2025-06-01 01:00:00,ORD-001,1,LINE1-PAL,Palletizer,SKU-1001,8oz Water Bottle,Stopped,UNP-MAT,0,0,475,0.15,0.5,100.0,110.0,96.0,105.6
2025-06-01 01:00:00,,2,LINE2-FIL,Filler,,12oz Soda,Stopped,UNP-MAT,0,0,475,0.2,0.65,100.0,110.0,94.0,103.4
2025-06-01 01:00:00,,2,LINE2-PCK,Packer,,12oz Soda,Stopped,UNP-MECH,0,0,475,0.2,0.65,45.7,110.0,92.0,46.2
2025-06-01 01:00:00,,2,LINE2-PAL,Palletizer,,12oz Soda,Stopped,UNP-MAT,0,0,475,0.2,0.65,95.4,110.0,95.0,99.7
2025-06-01 01:00:00,ORD-003,3,LINE3-FIL,Filler,SKU-1002,8oz Juice,Stopped,UNP-MAT,364,15,475,0.25,0.85,50.0,110.0,96.0,52.8
2025-06-01 01:00:00,ORD-003,3,LINE3-PCK,Packer,SKU-1002,8oz Juice,Running,,150,9,475,0.25,0.85,100.0,110.0,94.0,103.4
2025-06-01 01:00:00,ORD-003,3,LINE3-PAL,Palletizer,SKU-1002,8oz Juice,Running,,155,4,475,0.25,0.85,42.1,110.0,97.0,45.0
2025-06-01 01:05:00,ORD-001,1,LINE1-FIL,Filler,SKU-1001,8oz Water Bottle,Stopped,UNP-JAM,0,0,475,0.15,0.5,100.0,110.0,95.0,104.5
2025-06-01 01:05:00,ORD-001,1,LINE1-PCK,Packer,SKU-1001,8oz Water Bottle,Stopped,UNP-MECH,0,0,475,0.15,0.5,27.2,110.0,93.0,27.8
2025-06-01 01:05:00,ORD-001,1,LINE1-PAL,Palletizer,SKU-1001,8oz Water Bottle,Stopped,UNP-MAT,0,0,475,0.15,0.5,100.0,110.0,96.0,105.6
2025-06-01 01:05:00,,2,LINE2-FIL,Filler,,12oz Soda,Stopped,UNP-MAT,0,0,475,0.2,0.65,100.0,110.0,94.0,103.4
2025-06-01 01:05:00,,2,LINE2-PCK,Packer,,12oz Soda,Stopped,UNP-MECH,0,0,475,0.2,0.65,42.2,110.0,92.0,42.7
2025-06-01 01:05:00,,2,LINE2-PAL,Palletizer,,12oz Soda,Stopped,UNP-MAT,0,0,475,0.2,0.65,95.7,110.0,95.0,100.1
2025-06-01 01:05:00,,3,LINE3-FIL,Filler,,8oz Juice,Stopped,UNP-MAT,287,12,475,0.25,0.85,53.9,110.0,96.0,56.9
2025-06-01 01:05:00,,3,LINE3-PCK,Packer,,8oz Juice,Stopped,UNP-MECH,291,18,475,0.25,0.85,96.9,110.0,94.0,100.2
2025-06-01 01:05:00,,3,LINE3-PAL,Palletizer,,8oz Juice,Running,,485,15,475,0.25,0.85,46.6,110.0,97.0,49.7
2025-06-01 01:10:00,ORD-001,1,LINE1-FIL,Filler,SKU-1001,8oz Water Bottle,Stopped,UNP-MECH,0,0,475,0.15,0.5,94.7,110.0,95.0,99.0
2025-06-01 01:10:00,ORD-001,1,LINE1-PCK,Packer,SKU-1001,8oz Water Bottle,Stopped,UNP-MECH,0,0,475,0.15,0.5,25.3,110.0,93.0,25.9
2025-06-01 01:10:00,ORD-001,1,LINE1-PAL,Palletizer,SKU-1001,8oz Water Bottle,Stopped,UNP-MAT,0,0,475,0.15,0.5,100.0,110.0,96.0,105.6
2025-06-01 01:10:00,,2,LINE2-FIL,Filler,,12oz Soda,Stopped,UNP-MAT,0,0,475,0.2,0.65,100.0,110.0,94.0,103.4
2025-06-01 01:10:00,,2,LINE2-PCK,Packer,,12oz Soda,Stopped,UNP-MECH,0,0,475,0.2,0.65,39.1,110.0,92.0,39.6
2025-06-01 01:10:00,,2,LINE2-PAL,Palletizer,,12oz Soda,Stopped,UNP-MAT,0,0,475,0.2,0.65,96.1,110.0,95.0,100.4
2025-06-01 01:10:00,,3,LINE3-FIL,Filler,,8oz Juice,Stopped,UNP-MAT,287,12,475,0.25,0.85,57.2,110.0,96.0,60.4
2025-06-01 01:10:00,,3,LINE3-PCK,Packer,,8oz Juice,Stopped,UNP-MECH,0,0,475,0.25,0.85,90.0,110.0,94.0,93.0
2025-06-01 01:10:00,,3,LINE3-PAL,Palletizer,,8oz Juice,Running,,485,14,475,0.25,0.85,50.4,110.0,97.0,53.8
2025-06-01 01:15:00,ORD-001,1,LINE1-FIL,Filler,SKU-1001,8oz Water Bottle,Stopped,UNP-MECH,0,0,475,0.15,0.5,88.4,110.0,95.0,92.4
2025-06-01 01:15:00,ORD-001,1,LINE1-PCK,Packer,SKU-1001,8oz Water Bottle,Stopped,UNP-MECH,0,0,475,0.15,0.5,23.6,110.0,93.0,24.1
2025-06-01 01:15:00,ORD-001,1,LINE1-PAL,Palletizer,SKU-1001,8oz Water Bottle,Stopped,UNP-MAT,0,0,475,0.15,0.5,100.0,110.0,96.0,105.6
2025-06-01 01:15:00,,2,LINE2-FIL,Filler,,12oz Soda,Stopped,UNP-MAT,0,0,475,0.2,0.65,100.0,110.0,94.0,103.4
2025-06-01 01:15:00,,2,LINE2-PCK,Packer,,12oz Soda,Stopped,UNP-MECH,0,0,475,0.2,0.65,36.5,110.0,92.0,37.0
2025-06-01 01:15:00,,2,LINE2-PAL,Palletizer,,12oz Soda,Stopped,UNP-MAT,0,0,475,0.2,0.65,96.3,110.0,95.0,100.6
2025-06-01 01:15:00,,3,LINE3-FIL,Filler,,8oz Juice,Stopped,UNP-MAT,287,12,475,0.25,0.85,60.0,110.0,96.0,63.4
2025-06-01 01:15:00,,3,LINE3-PCK,Packer,,8oz Juice,Running,,451,28,475,0.25,0.85,90.5,110.0,94.0,93.6
2025-06-01 01:15:00,,3,LINE3-PAL,Palletizer,,8oz Juice,Running,,485,14,475,0.25,0.85,53.7,110.0,97.0,57.3
2025-06-01 01:20:00,ORD-006,1,LINE1-FIL,Filler,SKU-1001,8oz Water Bottle,Stopped,UNP-MECH,0,0,475,0.15,0.5,82.9,110.0,95.0,86.6
2025-06-01 01:20:00,ORD-006,1,LINE1-PCK,Packer,SKU-1001,8oz Water Bottle,Stopped,UNP-MECH,0,0,475,0.15,0.5,22.1,110.0,93.0,22.6
2025-06-01 01:20:00,ORD-006,1,LINE1-PAL,Palletizer,SKU-1001,8oz Water Bottle,Stopped,UNP-MAT,0,0,475,0.15,0.5,100.0,110.0,96.0,105.6
2025-06-01 01:20:00,,2,LINE2-FIL,Filler,,12oz Soda,Stopped,UNP-MAT,0,0,475,0.2,0.65,100.0,110.0,94.0,103.4
2025-06-01 01:20:00,,2,LINE2-PCK,Packer,,12oz Soda,Stopped,UNP-MECH,0,0,475,0.2,0.65,34.3,110.0,92.0,34.7
2025-06-01 01:20:00,,2,LINE2-PAL,Palletizer,,12oz Soda,Stopped,UNP-MECH,0,0,475,0.2,0.65,95.2,110.0,95.0,99.5
2025-06-01 01:20:00,,3,LINE3-FIL,Filler,,8oz Juice,Running,,287,12,475,0.25,0.85,62.5,110.0,96.0,66.0
2025-06-01 01:20:00,,3,LINE3-PCK,Packer,,8oz Juice,Running,,479,30,475,0.25,0.85,91.1,110.0,94.0,94.2
2025-06-01 01:20:00,,3,LINE3-PAL,Palletizer,,8oz Juice,Running,,494,15,475,0.25,0.85,56.6,110.0,97.0,60.4
2025-06-01 01:25:00,ORD-006,1,LINE1-FIL,Filler,SKU-1001,8oz Water Bottle,Stopped,UNP-MECH,0,0,475,0.15,0.5,78.0,110.0,95.0,81.5
2025-06-01 01:25:00,ORD-006,1,LINE1-PCK,Packer,SKU-1001,8oz Water Bottle,Running,,130,9,475,0.15,0.5,22.5,110.0,93.0,23.0
2025-06-01 01:25:00,ORD-006,1,LINE1-PAL,Palletizer,SKU-1001,8oz Water Bottle,Running,,115,4,475,0.15,0.5,100.0,110.0,96.0,105.6
